# pseudopotential: dojo03
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1046.9606684919095 -431.544998
30.0 -1051.9748486619428 -172.916063
40.0 -1053.176823584929 -53.364108
50.0 -1053.4207955992492 -15.028419
60.0 -1053.4574288373426 -5.841562
70.0 -1053.460675058704 -4.486716
80.0 -1053.4608038011327 -4.41046
90.0 -1053.4608816188522 -4.458515
100.0 -1053.460924875934 -4.407791
150.0 -1053.4610779248985 -4.443283
200.0 -1053.461214136641 -4.442828

# pseudopotential: dojo04
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1046.8819084958575 -435.675716
30.0 -1051.9327744462992 -173.663946
40.0 -1053.1408603007599 -53.7283
50.0 -1053.388193471697 -15.345383
60.0 -1053.4263418474995 -5.962724
70.0 -1053.4299492360865 -4.446972
80.0 -1053.4300873895656 -4.36732
90.0 -1053.4301600741078 -4.376701
100.0 -1053.4302116162703 -4.352348
150.0 -1053.430344948622 -4.373242
200.0 -1053.4304342219225 -4.386907

# pseudopotential: dojo04fr
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1046.7944347343725 -435.24312
30.0 -1051.8421499874075 -173.53366
40.0 -1053.0499907133828 -53.674397
50.0 -1053.2973608111574 -15.279663
60.0 -1053.3355296729515 -5.9206
70.0 -1053.3391418820595 -4.381217
80.0 -1053.3392804505377 -4.300046
90.0 -1053.3393531196925 -4.309925
100.0 -1053.3394047076292 -4.284697
150.0 -1053.3395379794367 -4.305913
200.0 -1053.3396271397387 -4.319271

# pseudopotential: dojo05
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1046.8819084958575 -435.675716
30.0 -1051.9327744462992 -173.663946
40.0 -1053.1408603007599 -53.7283
50.0 -1053.388193471697 -15.345383
60.0 -1053.4263418474995 -5.962724
70.0 -1053.4299492360865 -4.446972
80.0 -1053.4300873895656 -4.36732
90.0 -1053.4301600741078 -4.376701
100.0 -1053.4302116162703 -4.352348
150.0 -1053.430344948622 -4.373242
200.0 -1053.4304342219225 -4.386907

# pseudopotential: pd03
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1046.960668493456 -431.544998
30.0 -1051.9748486637084 -172.916063
40.0 -1053.1768235867073 -53.364108
50.0 -1053.4207956010223 -15.028419
60.0 -1053.4574288385359 -5.841562
70.0 -1053.460675059903 -4.486716
80.0 -1053.4608038028703 -4.41046
90.0 -1053.4608816206196 -4.458515
100.0 -1053.4609248776853 -4.407792
150.0 -1053.461077926647 -4.443283
200.0 -1053.461214137773 -4.442827

# pseudopotential: pd04sp
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1046.8819084975967 -435.675716
30.0 -1051.9327744474995 -173.663946
40.0 -1053.1408603020877 -53.7283
50.0 -1053.3881934737644 -15.345383
60.0 -1053.4263418494959 -5.962724
70.0 -1053.4299492375237 -4.446972
80.0 -1053.4300873915392 -4.36732
90.0 -1053.4301600755855 -4.376701
100.0 -1053.4302116176568 -4.352348
150.0 -1053.430344950073 -4.373242
200.0 -1053.4304342240212 -4.386907

# pseudopotential: sg1510
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1001.5872965807317 -277.638137
30.0 -1003.3546066799607 -21.171805
40.0 -1003.4254542065278 -5.500767
50.0 -1003.4284445369619 -4.536514
60.0 -1003.4285566577707 -4.758106
70.0 -1003.4286245783624 -4.612094
80.0 -1003.4286148354134 -4.55366
90.0 -1003.4286184985735 -4.599441
100.0 -1003.4286124536893 -4.498258
150.0 -1003.4286064944222 -4.493173
200.0 -1003.4286057703428 -4.639642

# pseudopotential: sg1510fr
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1001.5066229631068 -278.845658
30.0 -1003.28567559396 -21.369165
40.0 -1003.357290204059 -5.471161
50.0 -1003.3602654206665 -4.507729
60.0 -1003.3603736428576 -4.728592
70.0 -1003.3604386521004 -4.583218
80.0 -1003.3604283707828 -4.524842
90.0 -1003.3604319903005 -4.570981
100.0 -1003.3604258327575 -4.469546
150.0 -1003.3604197029804 -4.464481
200.0 -1003.3604189480844 -4.610909

# pseudopotential: sg1512
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1001.5875499244847 -277.636446
30.0 -1003.3548397029989 -21.171242
40.0 -1003.4256833103394 -5.50079
50.0 -1003.4286735815621 -4.53663
60.0 -1003.4287857557555 -4.758187
70.0 -1003.4288535237239 -4.612167
80.0 -1003.4288436689995 -4.55374
90.0 -1003.4288473153739 -4.599548
100.0 -1003.428841289977 -4.498353
150.0 -1003.4288352948907 -4.493274
200.0 -1003.4288345674918 -4.639744

