# pseudopotential: dojo03
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1280.143101259044 -132.004797
30.0 -1282.47383261749 -23.371517
40.0 -1282.6486826311625 -6.540226
50.0 -1282.6528890238967 -5.692835
60.0 -1282.6533835834357 -5.710702
70.0 -1282.6536393422712 -5.693414
80.0 -1282.6537823183446 -5.699852
90.0 -1282.6539762736243 -5.699772
100.0 -1282.6541069241678 -5.689183
150.0 -1282.654582850064 -5.690111
200.0 -1282.6548351232595 -5.683063

# pseudopotential: dojo04fr
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1280.1775987189646 -133.478398
30.0 -1282.5533270785984 -24.120639
40.0 -1282.7437248267538 -6.643094
50.0 -1282.7498438705645 -5.518764
60.0 -1282.7500384878424 -5.534353
70.0 -1282.7502550749296 -5.528766
80.0 -1282.7503725228264 -5.529685
90.0 -1282.7505072626943 -5.530288
100.0 -1282.7506239447926 -5.526719
150.0 -1282.7511432435567 -5.531501
200.0 -1282.7515372071985 -5.521313

# pseudopotential: pd03
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1280.1431012574023 -132.004797
30.0 -1282.473832616257 -23.371517
40.0 -1282.6486826297942 -6.540226
50.0 -1282.6528890222928 -5.692835
60.0 -1282.6533835819498 -5.710702
70.0 -1282.653639340917 -5.693414
80.0 -1282.6537823165354 -5.699851
90.0 -1282.6539762719399 -5.699772
100.0 -1282.6541069226266 -5.689183
150.0 -1282.654582848614 -5.690111
200.0 -1282.6548351218523 -5.683063

# pseudopotential: dojo04
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1280.0590221546365 -133.97531
30.0 -1282.4452841741204 -24.500131
40.0 -1282.6392045568034 -6.872491
50.0 -1282.6457978271687 -5.688358
60.0 -1282.6459623468893 -5.701296
70.0 -1282.646175593346 -5.697326
80.0 -1282.6462862712706 -5.697107
90.0 -1282.6464091644646 -5.698219
100.0 -1282.6465248273344 -5.696012
150.0 -1282.64705305668 -5.702011
200.0 -1282.6474802339196 -5.690393

# pseudopotential: dojo05
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -1280.0590221546365 -133.97531
30.0 -1282.4452841741204 -24.500131
40.0 -1282.6392045568034 -6.872491
50.0 -1282.6457978271687 -5.688358
