# pseudopotential: dojo03
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2289.1484107297156 -5416.314787
30.0 -2415.757567836661 -3444.598577
40.0 -2466.488350430423 -1667.850471
50.0 -2483.1670663964856 -586.387839
60.0 -2487.3190108485783 -138.718902
70.0 -2488.0150739346154 -18.940872
80.0 -2488.079044589757 -0.287982
90.0 -2488.081189672261 0.516406
100.0 -2488.0814414494275 0.54242
150.0 -2488.0822624824746 0.489711
200.0 -2488.0824889416817 0.519373

# pseudopotential: dojo04
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2289.2486209630747 -5410.040583
30.0 -2415.6639159323718 -3439.296831
40.0 -2466.338200207444 -1666.91012
50.0 -2483.0059660788565 -585.573905
60.0 -2487.1470999084804 -137.98673
70.0 -2487.8380098308817 -18.705544
80.0 -2487.900995996225 -0.274687
90.0 -2487.903116295485 0.513978
100.0 -2487.90336852746 0.543132
150.0 -2487.9041681286417 0.494315
200.0 -2487.904382824216 0.520113

# pseudopotential: dojo04fr
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2289.157493319291 -5409.165424
30.0 -2415.55220294051 -3438.677267
40.0 -2466.217616820327 -1666.573671
50.0 -2482.882289310345 -585.428854
60.0 -2487.022632810277 -137.925933
70.0 -2487.713409462383 -18.669361
80.0 -2487.7763834997545 -0.235827
90.0 -2487.7785035902602 0.551271
100.0 -2487.778755695029 0.577188
150.0 -2487.779555138582 0.528256
200.0 -2487.779769796236 0.554102

# pseudopotential: dojo05
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2289.2486209630747 -5410.040583
30.0 -2415.6639159323718 -3439.296831
40.0 -2466.338200207444 -1666.91012
50.0 -2483.0059660788565 -585.573905
60.0 -2487.1470999084804 -137.98673
70.0 -2487.8380098308817 -18.705544
80.0 -2487.900995996225 -0.274687
90.0 -2487.903116295485 0.513978
100.0 -2487.90336852746 0.543132
150.0 -2487.9041681286417 0.494315
200.0 -2487.904382824216 0.520113

# pseudopotential: pd03
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2289.1484107345445 -5416.314787
30.0 -2415.757567840463 -3444.598577
40.0 -2466.4883504324252 -1667.850471
50.0 -2483.167066397103 -586.387839
60.0 -2487.3190108485264 -138.718902
70.0 -2488.0150739343967 -18.940872
80.0 -2488.0790445894704 -0.287982
90.0 -2488.081189671967 0.516407
100.0 -2488.081441449138 0.54242
150.0 -2488.0822624822263 0.489711
200.0 -2488.082488941396 0.519373

# pseudopotential: pd04sp
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2289.248620961888 -5410.040583
30.0 -2415.663915931896 -3439.296831
40.0 -2466.3382002076987 -1666.91012
50.0 -2483.0059660796496 -585.573905
60.0 -2487.147099909262 -137.98673
70.0 -2487.8380098316984 -18.705544
80.0 -2487.900995997309 -0.274687
90.0 -2487.90311629624 0.513978
100.0 -2487.903368528281 0.543132
150.0 -2487.9041681294434 0.494315
200.0 -2487.9043828254385 0.520113

# pseudopotential: sg1510
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2271.7562878199874 -2971.290437
30.0 -2315.098768985045 -452.533189
40.0 -2318.2760615139296 -14.718779
50.0 -2318.3386954140224 -1.950355
60.0 -2318.376881426942 -2.350009
70.0 -2318.4038034942632 -1.471191
80.0 -2318.417468028351 -0.496234
90.0 -2318.4223587732085 0.223091
100.0 -2318.4237623530744 0.307466
150.0 -2318.4241624589663 0.480427
200.0 -2318.424165315154 0.354927

# pseudopotential: sg1510fr
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2271.695442269848 -2972.376791
30.0 -2315.0677404899634 -453.233992
40.0 -2318.251905694961 -14.761859
50.0 -2318.313936608768 -1.879126
60.0 -2318.350933234862 -2.473295
70.0 -2318.3770385655066 -1.634244
80.0 -2318.3902763027813 -0.373461
90.0 -2318.394989974391 0.134169
100.0 -2318.3963328561276 0.249681
150.0 -2318.396712308432 0.494415
200.0 -2318.39671518003 0.505013

# pseudopotential: sg1512
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -2271.756393655629 -2971.291021
30.0 -2315.0988841526637 -452.533353
40.0 -2318.276177887252 -14.718784
50.0 -2318.338810950025 -1.95027
60.0 -2318.3769957331006 -2.349806
70.0 -2318.4039167993815 -1.469833
80.0 -2318.417580659028 -0.525458
90.0 -2318.4224710217 0.030841
100.0 -2318.4238743623087 0.270013
150.0 -2318.424274324592 0.480537
200.0 -2318.4242771764116 0.354807

