# pseudopotential: dojo03
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4680.91209730185 -76814.035886
30.0 -4968.618846222993 -50582.42896
40.0 -5091.238686744091 -26613.183303
50.0 -5136.576267737955 -10441.318261
60.0 -5150.197538868599 -2210.18015
70.0 -5152.986092518966 476.890776
80.0 -5153.367820883731 1031.248401
90.0 -5153.394505462463 1094.65567
100.0 -5153.395219057901 1096.643489
150.0 -5153.396222186469 1097.714349
200.0 -5153.396877466633 1097.480059

# pseudopotential: dojo04
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4680.546260419172 -76698.493534
30.0 -4967.868328542496 -50558.967136
40.0 -5090.5731926479975 -26673.706229
50.0 -5136.006338512123 -10454.688777
60.0 -5149.617717083325 -2198.734413
70.0 -5152.3865350227425 484.68994
80.0 -5152.759791158135 1036.261453
90.0 -5152.785042249753 1095.095485
100.0 -5152.785429240442 1097.914049
150.0 -5152.786210903642 1097.054886
200.0 -5152.786541090374 1097.034043

# pseudopotential: dojo04fr
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4679.767923450121 -76653.378746
30.0 -4966.928126666853 -50464.544964
40.0 -5089.359350818485 -26524.545001
50.0 -5134.535514901079 -10322.029932
60.0 -5148.002063350734 -2116.54061
70.0 -5150.722844704646 532.966806
80.0 -5151.086147236534 1072.321998
90.0 -5151.110348131532 1128.594728
100.0 -5151.110723470262 1132.29191
150.0 -5151.111507013877 1128.732919
200.0 -5151.1118414864995 1130.986659

# pseudopotential: dojo05
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4680.546260419172 -76698.493534
30.0 -4967.868328542496 -50558.967136
40.0 -5090.5731926479975 -26673.706229
50.0 -5136.006338512123 -10454.688777
60.0 -5149.617717083325 -2198.734413
70.0 -5152.3865350227425 484.68994
80.0 -5152.759791158135 1036.261453
90.0 -5152.785042249753 1095.095485
100.0 -5152.785429240442 1097.914049
150.0 -5152.786210903642 1097.054886
200.0 -5152.786541090374 1097.034043

# pseudopotential: pd03
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4680.912097301431 -76814.035886
30.0 -4968.618846230273 -50582.428961
40.0 -5091.238686755325 -26613.183305
50.0 -5136.576267752432 -10441.318252
60.0 -5150.197538884322 -2210.18015
70.0 -5152.986092537358 476.890774
80.0 -5153.367820898293 1031.248415
90.0 -5153.394505479939 1094.655652
100.0 -5153.395219074115 1096.643479
150.0 -5153.396222202617 1097.714346
200.0 -5153.396877481767 1097.479991

# pseudopotential: pd04sp-high
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4711.820929113274 -75710.023144
30.0 -5006.603457922362 -55791.845299
40.0 -5150.580983314601 -34668.657501
50.0 -5215.3572714050015 -17973.200569
60.0 -5241.917614898175 -7309.35962
70.0 -5250.567440910323 -1617.453138
80.0 -5252.684922323303 514.186605
90.0 -5253.031174586878 1033.417891
100.0 -5253.06264734396 1113.266297
150.0 -5253.064482035229 1113.775797
200.0 -5253.065094457515 1113.67277

# pseudopotential: pd04sp
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4680.54626041743 -76698.493534
30.0 -4967.868328539927 -50558.967135
40.0 -5090.573192648442 -26673.70623
50.0 -5136.006338508467 -10454.688789
60.0 -5149.617717081623 -2198.734413
70.0 -5152.386535021246 484.689939
80.0 -5152.759791155976 1036.261423
90.0 -5152.785042249049 1095.095488
100.0 -5152.785429239237 1097.914059
150.0 -5152.786210901717 1097.054834
200.0 -5152.786541088199 1097.034038

# pseudopotential: sg1510
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4571.897953855169 -75685.710645
30.0 -4834.7304317643975 -43820.75309
40.0 -4931.010837137075 -19519.252082
50.0 -4960.578025381314 -6637.935772
60.0 -4967.802517898157 -1377.461354
70.0 -4968.8497467583675 -84.595754
80.0 -4968.918861035535 70.024333
90.0 -4968.920171642913 71.866071
100.0 -4968.922189101062 72.535635
150.0 -4968.9275483670235 74.253991
200.0 -4968.927667393959 72.613915

# pseudopotential: sg1510fr
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4571.431164461536 -75663.733358
30.0 -4834.211207852124 -43812.692129
40.0 -4930.4788469097375 -19514.072576
50.0 -4960.036841915122 -6631.992886
60.0 -4967.255910803064 -1373.393467
70.0 -4968.3015475458105 -79.349074
80.0 -4968.3704769681435 73.663357
90.0 -4968.371792246372 74.292016
100.0 -4968.373784518168 72.226849
150.0 -4968.379103986951 74.147983
200.0 -4968.379222693223 75.155051

# pseudopotential: sg1512
# ecutwfc (Ry) | energy (Ry) | pressure (kbar) 
20.0 -4571.898261739819 -75685.723299
30.0 -4834.73076555957 -43820.753398
40.0 -4931.01116150496 -19519.248294
50.0 -4960.57833950309 -6637.933102
60.0 -4967.802827311672 -1377.460816
70.0 -4968.850054934858 -84.725812
80.0 -4968.919169202429 70.120937
90.0 -4968.9204799837535 71.892314
100.0 -4968.922497582826 72.204648
150.0 -4968.92785685906 73.976751
200.0 -4968.927975795929 71.644119

